"TYPE_NAME","MIX_TYPE","INGR_CODE","INGR_ENG_NAME","INGR_NAME","MIX_INGR","FORM_NAME","ITEM_SEQ","ITEM_NAME","ITEM_PERMIT_DATE","ENTP_NAME","CHART","CLASS_CODE","CLASS_NAME","ETC_OTC_NAME","MAIN_INGR","NOTIFICATION_DATE","PROHBT_CONTENT","REMARK","INGR_ENG_NAME_FULL","STD_CD"
"노인주의","단일","D000362","Imipramine","이미프라민","","필름코팅정","198200325","환인이미프라민염산염정25밀리그램","19821203","환인제약(주)","초록색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223168]이미프라민염산염","2014-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Imipramine(이미프라민)","8806572010506,8806572010513,8806572010520,8806572010537,8806572010544"
"노인주의","단일","D000362","Imipramine","이미프라민","","필름코팅정","198500628","명인이미프라민염산염정","19850917","명인제약(주)","초록색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223168]이미프라민염산염","2014-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Imipramine(이미프라민)","8806519007507,8806519007514,8806519007521"
"노인주의","단일","D000056","Chlordiazepoxide","클로르디아제폭시드","","당의정","198100697","리버티정10밀리그램(클로르디아제폭시드염산염)","19811214","환인제약(주)","연록색의 원형 당의정","01170","정신신경용제","전문의약품","[M223206]클로르디아제폭시드염산염","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Chlordiazepoxide(클로르디아제폭시드)","8806572002105,8806572002112,8806572002129,8806572002136,8806572002143"
"노인주의","단일","D000056","Chlordiazepoxide","클로르디아제폭시드","","당의정","199203463","리버티정5밀리그램(클로르디아제폭시드염산염)","19921007","환인제약(주)","황색의 원형 당의정","01170","정신신경용제","전문의약품","[M223206]클로르디아제폭시드염산염","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Chlordiazepoxide(클로르디아제폭시드)","8806572002006,8806572002013,8806572002020,8806572002037,8806572002044"
"노인주의","단일","D000375","Clonazepam","클로나제팜","","나정","200610884","리보트릴정(클로나제팜)","20061107","(주)종근당","엷은 주황색의 원형 정제","01130","항전간제","전문의약품","[M093594]클로나제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clonazepam(클로나제팜)","8806433088002,8806433088019,8806450001602,8806450001619"
"노인주의","단일","D000375","Clonazepam","클로나제팜","","나정","201400403","환인클로나제팜정0.5밀리그램","20140129","환인제약(주)","엷은 주황색의 원형 정제","01130","항전간제","전문의약품","[M093594]클로나제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clonazepam(클로나제팜)","8806572026903,8806572026910,8806572026927"
"노인주의","단일","D000375","Clonazepam","클로나제팜","","나정","201901158","환인클로나제팜정0.5밀리그램(WhanIn Clonazepam Tab. 0.5mg)","20190225","환인제약(주)","엷은 주황색의 원형 정제","01130","항전간제","전문의약품","[M093594]클로나제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clonazepam(클로나제팜)","8806572034908,8806572034915"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","197700525","대원디아제팜정2밀리그램(수출명:디아잠정2밀리그램)(수출명2:트레즈콘정2밀리그램)","19770512","대원제약(주)","백색의 원형 정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806718002709,8806718002716,8806718002723,8806718002730"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","197700535","삼진디아제팜정2밀리그람","19770914","삼진제약(주)","백색의 정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806478007402,8806478007419,8806478007426,8806478007433,8806478007440"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","197700536","삼진디아제팜정5밀리그람","19770914","삼진제약(주)","흰색의 팔각형 정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806478007501,8806478007518,8806478007525,8806478007532,8806478007549"
"노인주의","단일","D000090","Diazepam","디아제팜","","용액주사제","197900546","삼진디아제팜주","19790214","삼진제약(주)","무색 또는 미황색의 액이 든 갈색앰플주사제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806478007600,8806478007617,8806478007624,8806478007631"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","198501811","명인디아제팜정2밀리그램","19850910","명인제약(주)","백색의 원형정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806519005305,8806519005312"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","198501812","명인디아제팜정5밀리그램","19850910","명인제약(주)","미황색의 원형정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806519005404,8806519005411"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","198501813","명인디아제팜정10밀리그램","19850910","명인제약(주)","청색의 원형 정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8806519005206,8806519005213,8806519005220"
"노인주의","단일","D000090","Diazepam","디아제팜","","나정","200700501","바리움정5밀리그람(디아제팜)","20061228","지피테라퓨틱스코리아주식회사","미황색의 원형정제","01170","정신신경용제","전문의약품","[M040102]디아제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Diazepam(디아제팜)","8800572001304,8800572001311,8806433088101,8806433088118,8806450002500,8806450002517"
"노인주의","단일","D000411","Flunitrazepam","플루니트라제팜","","나정","198301310","라제팜정(플루니트라제팜)","19830523","환인제약(주)","백색의 원형 정제","01120","최면진정제","전문의약품","[M088375]플루니트라제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Flunitrazepam(플루니트라제팜)","8806572001306,8806572001313,8806572001320,8806572001337,8806572001344,8806572001351"
"노인주의","단일","D000411","Flunitrazepam","플루니트라제팜","","나정","198501814","루나팜정(플루니트라제팜)","19851120","명인제약(주)","흰색의 원형 정제","01120","최면진정제","전문의약품","[M088375]플루니트라제팜","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Flunitrazepam(플루니트라제팜)","8806519003301,8806519003318,8806519003325,8806519003332"
"노인주의","단일","D000106","Flurazepam","플루라제팜","","필름코팅정","199907280","달마돔정(플루라제팜염산염)","19990805","고려제약(주)","오렌지 황색의 필림코팅된 원형 정제","01120","최면진정제","전문의약품","[M223321]플루라제팜염산염","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Flurazepam(플루라제팜)","8806428002501,8806428002518,8806428002525"
"노인주의","단일","D000378","Clobasam","클로바잠","","나정","198100698","센틸정10밀리그람(클로바잠)","19810212","(주)한독","백색의 원형정제","01170","정신신경용제","전문의약품","[M051537]클로바잠","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clobasam (클로바잠)","8806521005201"
"노인주의","단일","D000378","Clobasam","클로바잠","","나정","198100711","센틸정5밀리그람(클로바잠)","19810212","(주)한독","백색의 원형정제","01170","정신신경용제","전문의약품","[M051537]클로바잠","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clobasam (클로바잠)","8806521005300,8806521005317"
"노인주의","단일","D000378","Clobasam","클로바잠","","나정","200109979","푸리지움5밀리그람(클로바잠)","20010111","(주)한독","백색의 원형 정제","01170","정신신경용제","전문의약품","[M051537]클로바잠","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clobasam (클로바잠)","8806521015309,8806521015316,8806521015323"
"노인주의","단일","D000378","Clobasam","클로바잠","","나정","200109980","푸리지움10밀리그람(클로바잠)영문:Frisium10mg","20010111","(주)한독","백색의 원형 정제","01170","정신신경용제","전문의약품","[M051537]클로바잠","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Clobasam (클로바잠)","8806521015408,8806521015415"
"노인주의","복합","D000056","Chlordiazepoxide","클로르디아제폭시드","[D000585]Clidinium(클리디늄)","필름코팅정","199907281","리브락스정(클리디늄브롬화물,클로르디아제폭시드)","19990805","고려제약(주)","녹색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M253729]클리디늄브롬화물/[M088403]클로르디아제폭시드","2015-07-28","노인에서의 장기지속형 벤조다이아제핀 사용은 운동실조, 과진정 등이 나타나기 쉬움으로 소량부터 신중투여","","Chlordiazepoxide(클로르디아제폭시드)","8806428005007,8806428005014,8806428005038"
"노인주의","단일","D000277","Clomipramine","클로미프라민","","경질캡슐제, 산제","198900901","그로민캡슐10밀리그램(클로미프라민염산염)","19890216","명인제약(주)","흰색-연한 노란색의 분말이 든 (상)노란색, (하)흰색의 경질캡슐제","01170","정신신경용제","전문의약품","[M223223]클로미프라민염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Clomipramine(클로미프라민)","8806519000607,8806519000614,8806519000621,8806519000638"
"노인주의","단일","D000277","Clomipramine","클로미프라민","","경질캡슐제, 산제","198900902","그로민캡슐25밀리그램(클로미프라민염산염)","19890216","명인제약(주)","백색-미황색 분말이 든 (상)녹색, (하)백색의 경질캡슐제","01170","정신신경용제","전문의약품","[M223223]클로미프라민염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Clomipramine(클로미프라민)","8806519000706,8806519000713,8806519000720,8806519000737"
"노인주의","단일","D000277","Clomipramine","클로미프라민","","경질캡슐제, 산제","198900993","환인염산클로미프라민캡슐25밀리그램","19890316","환인제약(주)","미황색 내지 백색의 분말이 든 상:청색, 하:백색의 경질캅셀","01170","정신신경용제","전문의약품","[M223223]클로미프라민염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Clomipramine(클로미프라민)","8806572010605,8806572010612,8806572010629"
"노인주의","단일","D000466","Nortriptyline","노르트립틸린","","필름코팅정","197300150","센시발정10밀리그램(염산노르트립틸린)","19730117","일성아이에스(주)","엷은 적색의 필름코팅정","01170","정신신경용제","전문의약품","[M050132]염산노르트립틸린","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Nortriptyline(노르트립틸린)","8806554007708,8806554007715,8806554007722,8806554007739,8806554007746,8806554007753"
"노인주의","단일","D000466","Nortriptyline","노르트립틸린","","필름코팅정","197300151","센시발정25밀리그램(염산노르트립틸린)","19730117","일성아이에스(주)","흰색의 필름코팅정","01170","정신신경용제","전문의약품","[M050132]염산노르트립틸린","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Nortriptyline(노르트립틸린)","8806554007807,8806554007814,8806554007821,8806554007838,8806554007845,8806554007852"
"노인주의","단일","D000809","Amitriptyline","아미트리프틸린","","필름코팅정","197000079","에나폰정10밀리그램(아미트리프틸린염산염)","19700220","환인제약(주)","청색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223101]아미트리프틸린염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Amitriptyline(아미트리프틸린)","8806572005007,8806572005014,8806572005021,8806572005038,8806572005045"
"노인주의","단일","D000809","Amitriptyline","아미트리프틸린","","필름코팅정","197500186","에트라빌10밀리그램정(아미트리프틸린염산염)","19750211","동화약품(주)","이 약은 청색의 제피정이다.","01170","정신신경용제","전문의약품","[M223101]아미트리프틸린염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Amitriptyline(아미트리프틸린)","8806427025105,8806427025112,8806427025129,8806427025136"
"노인주의","단일","D000809","Amitriptyline","아미트리프틸린","","필름코팅정","197500188","에트라빌25밀리그램정(아미트리프틸린염산염)","19750211","동화약품(주)","노란색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223101]아미트리프틸린염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Amitriptyline(아미트리프틸린)","8806427025204,8806427025211,8806427025228"
"노인주의","단일","D000809","Amitriptyline","아미트리프틸린","","필름코팅정","198500626","명인아미트리프틸린염산염정10밀리그램","19850417","명인제약(주)","청색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223101]아미트리프틸린염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Amitriptyline(아미트리프틸린)","8806519007200,8806519007217,8806519007224"
"노인주의","단일","D000809","Amitriptyline","아미트리프틸린","","필름코팅정","201309959","에나폰정5밀리그램(아미트리프틸린염산염)","20131029","환인제약(주)","청색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M223101]아미트리프틸린염산염","2015-07-28","노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린작용에 의한 구갈, 배뇨곤란, 변비, 안내압항진 등이 나타나기 쉬움으로 소량으로 신중투여","","Amitriptyline(아미트리프틸린)","8806572026408,8806572026415,8806572026422"
"노인주의","단일","D000584","Chlorpromazine","클로르프로마진","","당의정","198500616","명인클로르프로마진염산염정100mg","19850417","명인제약(주)","주황색의 원형 당의정","01170","정신신경용제","전문의약품","[M223216]클로르프로마진염산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorpromazine(클로르프로마진)","8806519007606,8806519007613,8806519007620,8806519007637"
"노인주의","단일","D000584","Chlorpromazine","클로르프로마진","","당의정","198500636","명인클로르프로마진염산염정50mg","19850417","명인제약(주)","주황색의 원형 당의정","01170","정신신경용제","전문의약품","[M223216]클로르프로마진염산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorpromazine(클로르프로마진)","8806519007804,8806519007811,8806519007828,8806519007835"
"노인주의","단일","D000584","Chlorpromazine","클로르프로마진","","당의정","199000979","명인클로르프로마진염산염정200mg","19900320","명인제약(주)","흰색의 장방형 당의정","01170","정신신경용제","전문의약품","[M223216]클로르프로마진염산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorpromazine(클로르프로마진)","8806519007705,8806519007712,8806519007729,8806519007736"
"노인주의","단일","D000584","Chlorpromazine","클로르프로마진","","당의정","199203520","네오마찐정100밀리그램(클로르프로마진염산염)","19600321","환인제약(주)","주홍색의 원형당의정","01170","정신신경용제","전문의약품","[M223216]클로르프로마진염산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorpromazine(클로르프로마진)","8806572000200,8806572000217,8806572000224,8806572000231"
"노인주의","단일","D000584","Chlorpromazine","클로르프로마진","","나정","199703373","코러스염산클로르프로마진정(수출용)","19970804","한국코러스(주)","백색의 원형정제이다.","01170","정신신경용제","전문의약품","[M040618]염산클로르프로마진","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorpromazine(클로르프로마진)","8806472011900"
"노인주의","단일","D000276","Chlorprothixene","클로르프로틱센","","당의정","197600629","트룩살정10밀리그램(클로르프로칙센)(수출용)","19760730","(주)유영제약","황색 당의정","01170","정신신경용제","전문의약품","[M051534]클로르프로칙센","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Chlorprothixene(클로르프로틱센)","8806482018203,8806482018210,8806482018227"
"노인주의","단일","D000792","Levomepromazine","레보메프로마진","","필름코팅정","200001433","티세르신정25밀리그램(레보메프로마진말레산염)","20000403","명인제약(주)","흰색의 필름코팅정","01170","정신신경용제","전문의약품","[M222988]레보메프로마진말레산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Levomepromazine(레보메프로마진)","8806519021909,8806519021916,8806519021923"
"노인주의","단일","D000792","Levomepromazine","레보메프로마진","","필름코팅정","200001454","티세르신정50밀리그램(레보메프로마진말레산염)","20000403","명인제약(주)","황색 원형 필름코팅정","01170","정신신경용제","전문의약품","[M222988]레보메프로마진말레산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Levomepromazine(레보메프로마진)","8806519022005,8806519022012,8806519022029,8806519022036"
"노인주의","단일","D000792","Levomepromazine","레보메프로마진","","필름코팅정","200001456","티세르신정100밀리그램(레보메프로마진말레산염)","20000403","명인제약(주)","엷은 녹색의 원형 필름코팅정","01170","정신신경용제","전문의약품","[M222988]레보메프로마진말레산염","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Levomepromazine(레보메프로마진)","8806519021800,8806519021817,8806519021824,8806519021831"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198100257","페리돌정1.5밀리그램(할로페리돌)","19810602","환인제약(주)","백색의 원형 정제임","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572008701,8806572008718,8806572008725,8806572008732"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198200323","페리돌정5밀리그램(할로페리돌)","19820914","환인제약(주)","연두색의 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572008909,8806572008916,8806572008923,8806572008930,8806572008947"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","용액주사제","198301325","페리돌주(할로페리돌)","19831020","환인제약(주)","무색투명한 액체가 든 갈색앰플제.","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572009203,8806572009210,8806572009227,8806572009234,8806572009241"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198400475","페리돌정10밀리그램(할로페리돌)","19840223","환인제약(주)","청색 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572009005,8806572009012,8806572009029,8806572009036,8806572009043"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198500617","명인할로페리돌정10밀리그램(수출명:로펠-엠정(할로페리돌))","19850417","명인제약(주)","청색 원형정제.","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519009808,8806519009815,8806519009822,8806519009839"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198500618","명인할로페리돌정1.5밀리그램","19850417","명인제약(주)","백색의 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519009709,8806519009716,8806519009723,8806519009730,8806519009747"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198500625","명인할로페리돌정3밀리그램","19850417","명인제약(주)","엷은 황색 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519010002,8806519010019,8806519010026"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198500632","명인할로페리돌정5밀리그램","19850417","명인제약(주)","연두색의 원형정제.","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519010101,8806519010118,8806519010125,8806519010132"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198500715","페리돌정3밀리그램(할로페리돌)","19851022","환인제약(주)","황색의 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572008800,8806572008817,8806572008824"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","용액주사제","198700673","명인할로페리돌주사","19870727","명인제약(주)","무색투명한 액체가 든 갈색 앰플제.","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519010200,8806519010217,8806519010224"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198900927","명인할로페리돌정20밀리그램","19890712","명인제약(주)","등색 원형의 정제.","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806519009907,8806519009914"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","나정","198902844","페리돌정20밀리그램(할로페리돌)","19890922","환인제약(주)","오렌지색의 원형정제","01170","정신신경용제","전문의약품","[M040766]할로페리돌","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8806572009104,8806572009111,8806572009128"
"노인주의","단일","D000113","Haloperidol","할로페리돌","","용액주사제","199304188","할돌데카노아스주사(할로페리돌데카노에이트)","19930127","클리니젠코리아(유)","미황색을 띤 약간 끈기가 있는 액체가 갈색의 투명한 유리 앰플에 든 주사제","01170","정신신경용제","전문의약품","[M089302]할로페리돌데카노에이트","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Haloperidol(할로페리돌)","8800761000705,8800761000712,8806469009101,8806469009118"
"노인주의","단일","D000781","Perphenazine","페르페나진","","나정","198500622","명인페르페나진정4밀리그램","19850812","명인제약(주)","분홍색의 원형 정제","01170","정신신경용제","전문의약품","[M091367]페르페나진","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Perphenazine(페르페나진)","8806519009204,8806519009211,8806519009228"
"노인주의","단일","D000213","Pimozide","피모짓","","나정","198500619","명인피모짓정4밀리그램","19850514","명인제약(주)","엷은 녹색의 원형 정제.","01170","정신신경용제","전문의약품","[M071691]피모짓","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Pimozide(피모짓)","8806519009402,8806519009419,8806519009426,8806519009433"
"노인주의","단일","D000213","Pimozide","피모짓","","나정","198500620","명인피모짓정1밀리그램(수출용)","19850514","명인제약(주)","엷은 오렌지색의 원형 정제","01170","정신신경용제","전문의약품","[M071691]피모짓","2018-08-31","노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 신중투여","","Pimozide(피모짓)","8806519009303,8806519009310,8806519009327,8806519009334"
"노인주의","단일","D001234","Tolterodine","톨터로딘","","필름코팅정","201601055","유로카린정2mg(톨터로딘-L-타르타르산염)","20160226","(주)동구바이오제약","흰색의 양면이 볼록한 원형 필름코팅정제","02590","기타의 비뇨생식기관 및 항문용약","전문의약품","[M256407]톨터로딘-L-타르타르산염","2020-09-24","","","Tolterodine(톨터로딘)","8806573067905,8806573067912,8806573067929"
"노인주의","단일","D001234","Tolterodine","톨터로딘","","필름코팅정","201604188","톨로스타정2밀리그램(톨터로딘-L-타르타르산염)","20160705","(주)유유제약","흰색의 양면이 볼록한 원형 필름코팅정제","02590","기타의 비뇨생식기관 및 항문용약","전문의약품","[M256407]톨터로딘-L-타르타르산염","2020-09-24","","","Tolterodine(톨터로딘)","8806445022704,8806445022711,8806445022728"
